Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);28/01/2022 23:38;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);28/01/2022 23:38;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);28/01/2022 23:38;4
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);29/01/2022 5:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);29/01/2022 5:53;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);29/01/2022 5:53;3.8
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);29/01/2022 12:08;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);29/01/2022 12:08;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);29/01/2022 12:08;3.871794872
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);29/01/2022 18:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);29/01/2022 18:23;14;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);29/01/2022 18:23;4.521126761
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);30/01/2022 0:38;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);30/01/2022 0:38;14;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);30/01/2022 0:38;5
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);30/01/2022 6:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);30/01/2022 6:53;7;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);30/01/2022 6:53;3
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);30/01/2022 13:08;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);30/01/2022 13:08;7;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);30/01/2022 13:08;3
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);30/01/2022 19:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);30/01/2022 19:23;7;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);30/01/2022 19:23;3.338028169
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);31/01/2022 1:38;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);31/01/2022 1:38;14;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);31/01/2022 1:38;4.142857143
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);31/01/2022 7:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);31/01/2022 7:53;7;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);31/01/2022 7:53;3.166666667
